order_id,date,product_id,product_name,price,currency,category_id,category_name,subcategory_id,subcategory_name,store_id,store_name,city_id,city_name,country_id,country
MAP-67552,02/01/2021,P020,Door Anchor Straps,24.99,USD,C03,Functional Fitness,SC10,Suspension Trainers,S003,Strength Central,CH,Chicago,US,United States
ZWZ-40951,09/04/2020,P023,PulseRelief Massage Gun,199.99,USD,C04,Recovery and Wellness,SC12,Massage Guns,S002,Muscle Mart,LA,Los Angeles,US,United States
ZWZ-40951,09/04/2020,P019,Pro Suspension Trainer,129.99,USD,C03,Functional Fitness,SC10,Suspension Trainers,S002,Muscle Mart,LA,Los Angeles,US,United States
ZWZ-40951,09/04/2020,P015,FlexForce Band Kit,49.99,USD,C03,Functional Fitness,SC08,Resistance Bands,S002,Muscle Mart,LA,Los Angeles,US,United States
ZWZ-40951,09/04/2020,P003,SpinMaster Bike,799.99,USD,C01,Cardio Equipment,SC02,Exercise Bikes,S002,Muscle Mart,LA,Los Angeles,US,United States
NAI-16985,22/08/2021,P019,Pro Suspension Trainer,129.99,USD,C03,Functional Fitness,SC10,Suspension Trainers,S003,Strength Central,CH,Chicago,US,United States
HXS-66439,23/12/2023,P025,Premium Yoga Mat,69.99,USD,C04,Recovery and Wellness,SC13,Yoga Mats,S001,FitGear Hub,NY,New York,US,United States
HXS-66439,23/12/2023,P010,Cast Iron Plate Set,199.99,USD,C02,Strength Training,SC05,Free Weights,S001,FitGear Hub,NY,New York,US,United States
HXS-66439,23/12/2023,P002,EconoTread,699.99,USD,C01,Cardio Equipment,SC01,Treadmills,S001,FitGear Hub,NY,New York,US,United States
HXS-66439,23/12/2023,P009,PowerLift Dumbbell Set,299.99,USD,C02,Strength Training,SC05,Free Weights,S001,FitGear Hub,NY,New York,US,United States
HXS-66439,23/12/2023,P012,Olympic Flat Bench,179.99,USD,C02,Strength Training,SC06,Weight Benches,S001,FitGear Hub,NY,New York,US,United States
JPY-02757,31/03/2023,P010,Cast Iron Plate Set,199.99,GBP,C02,Strength Training,SC05,Free Weights,S004,Elite Gym Supply,LO,London,UK,United Kingdom
JPY-02757,31/03/2023,P015,FlexForce Band Kit,49.99,GBP,C03,Functional Fitness,SC08,Resistance Bands,S004,Elite Gym Supply,LO,London,UK,United Kingdom
JPY-02757,31/03/2023,P014,Leg Press Machine,899.99,GBP,C02,Strength Training,SC07,Weight Machines,S004,Elite Gym Supply,LO,London,UK,United Kingdom
JPY-02757,31/03/2023,P005,Glide Elite Elliptical,999.99,GBP,C01,Cardio Equipment,SC03,Ellipticals,S004,Elite Gym Supply,LO,London,UK,United Kingdom
BBC-65155,10/07/2023,P007,AquaRow 500,899.99,USD,C01,Cardio Equipment,SC04,Rowing Machines,S001,FitGear Hub,NY,New York,US,United States
BBC-65155,10/07/2023,P022,Trigger Point Grid Roller,59.99,USD,C04,Recovery and Wellness,SC11,Foam Rollers,S001,FitGear Hub,NY,New York,US,United States
BBC-65155,10/07/2023,P017,Cast Iron Kettlebell 16kg,59.99,USD,C03,Functional Fitness,SC09,Kettlebells,S001,FitGear Hub,NY,New York,US,United States
NSB-42554,04/07/2022,P010,Cast Iron Plate Set,199.99,GBP,C02,Strength Training,SC05,Free Weights,S005,Active Life Outfitters,MA,Manchester,UK,United Kingdom
IVY-00048,22/10/2023,P026,Extra Thick Exercise Mat,49.99,USD,C04,Recovery and Wellness,SC13,Yoga Mats,S001,FitGear Hub,NY,New York,US,United States
IVY-00048,22/10/2023,P009,PowerLift Dumbbell Set,299.99,USD,C02,Strength Training,SC05,Free Weights,S001,FitGear Hub,NY,New York,US,United States
OUJ-77110,29/12/2022,P022,Trigger Point Grid Roller,59.99,USD,C04,Recovery and Wellness,SC11,Foam Rollers,S001,FitGear Hub,NY,New York,US,United States
OUJ-77110,29/12/2022,P026,Extra Thick Exercise Mat,49.99,USD,C04,Recovery and Wellness,SC13,Yoga Mats,S001,FitGear Hub,NY,New York,US,United States
OUJ-77110,29/12/2022,P019,Pro Suspension Trainer,129.99,USD,C03,Functional Fitness,SC10,Suspension Trainers,S001,FitGear Hub,NY,New York,US,United States
OUJ-77110,29/12/2022,P019,Pro Suspension Trainer,129.99,USD,C03,Functional Fitness,SC10,Suspension Trainers,S001,FitGear Hub,NY,New York,US,United States
OUJ-77110,29/12/2022,P021,Recovery Roller Deluxe,39.99,USD,C04,Recovery and Wellness,SC11,Foam Rollers,S001,FitGear Hub,NY,New York,US,United States
MBZ-18222,03/01/2020,P024,Mini Percussion Massager,79.99,GBP,C04,Recovery and Wellness,SC12,Massage Guns,S005,Active Life Outfitters,MA,Manchester,UK,United Kingdom
XSJ-02023,25/06/2021,P024,Mini Percussion Massager,79.99,USD,C04,Recovery and Wellness,SC12,Massage Guns,S003,Strength Central,CH,Chicago,US,United States
XSJ-02023,25/06/2021,P002,EconoTread,699.99,USD,C01,Cardio Equipment,SC01,Treadmills,S003,Strength Central,CH,Chicago,US,United States
XSJ-02023,25/06/2021,P006,Compact Cross Trainer,549.99,USD,C01,Cardio Equipment,SC03,Ellipticals,S003,Strength Central,CH,Chicago,US,United States
XSJ-02023,25/06/2021,P025,Premium Yoga Mat,69.99,USD,C04,Recovery and Wellness,SC13,Yoga Mats,S003,Strength Central,CH,Chicago,US,United States
XSJ-02023,25/06/2021,P023,PulseRelief Massage Gun,199.99,USD,C04,Recovery and Wellness,SC12,Massage Guns,S003,Strength Central,CH,Chicago,US,United States
QJT-30033,16/10/2022,P010,Cast Iron Plate Set,199.99,USD,C02,Strength Training,SC05,Free Weights,S001,FitGear Hub,NY,New York,US,United States
QJT-30033,16/10/2022,P003,SpinMaster Bike,799.99,USD,C01,Cardio Equipment,SC02,Exercise Bikes,S001,FitGear Hub,NY,New York,US,United States
QJT-30033,16/10/2022,P015,FlexForce Band Kit,49.99,USD,C03,Functional Fitness,SC08,Resistance Bands,S001,FitGear Hub,NY,New York,US,United States
QJT-30033,16/10/2022,P005,Glide Elite Elliptical,999.99,USD,C01,Cardio Equipment,SC03,Ellipticals,S001,FitGear Hub,NY,New York,US,United States
QJT-30033,16/10/2022,P005,Glide Elite Elliptical,999.99,USD,C01,Cardio Equipment,SC03,Ellipticals,S001,FitGear Hub,NY,New York,US,United States
YZN-27184,16/06/2022,P020,Door Anchor Straps,24.99,USD,C03,Functional Fitness,SC10,Suspension Trainers,S002,Muscle Mart,LA,Los Angeles,US,United States
OYI-40767,19/01/2022,P012,Olympic Flat Bench,179.99,USD,C02,Strength Training,SC06,Weight Benches,S003,Strength Central,CH,Chicago,US,United States
OYI-40767,19/01/2022,P010,Cast Iron Plate Set,199.99,USD,C02,Strength Training,SC05,Free Weights,S003,Strength Central,CH,Chicago,US,United States
OYI-40767,19/01/2022,P002,EconoTread,699.99,USD,C01,Cardio Equipment,SC01,Treadmills,S003,Strength Central,CH,Chicago,US,United States
OYI-40767,19/01/2022,P017,Cast Iron Kettlebell 16kg,59.99,USD,C03,Functional Fitness,SC09,Kettlebells,S003,Strength Central,CH,Chicago,US,United States
OYI-40767,19/01/2022,P004,Recumbent Cycler,599.99,USD,C01,Cardio Equipment,SC02,Exercise Bikes,S003,Strength Central,CH,Chicago,US,United States
GAX-80998,08/11/2022,P017,Cast Iron Kettlebell 16kg,59.99,USD,C03,Functional Fitness,SC09,Kettlebells,S002,Muscle Mart,LA,Los Angeles,US,United States
GAX-80998,08/11/2022,P025,Premium Yoga Mat,69.99,USD,C04,Recovery and Wellness,SC13,Yoga Mats,S002,Muscle Mart,LA,Los Angeles,US,United States
GAX-80998,08/11/2022,P004,Recumbent Cycler,599.99,USD,C01,Cardio Equipment,SC02,Exercise Bikes,S002,Muscle Mart,LA,Los Angeles,US,United States
GAX-80998,08/11/2022,P014,Leg Press Machine,899.99,USD,C02,Strength Training,SC07,Weight Machines,S002,Muscle Mart,LA,Los Angeles,US,United States
GAX-80998,08/11/2022,P006,Compact Cross Trainer,549.99,USD,C01,Cardio Equipment,SC03,Ellipticals,S002,Muscle Mart,LA,Los Angeles,US,United States
RII-96301,13/02/2021,P004,Recumbent Cycler,599.99,USD,C01,Cardio Equipment,SC02,Exercise Bikes,S002,Muscle Mart,LA,Los Angeles,US,United States
RII-96301,13/02/2021,P010,Cast Iron Plate Set,199.99,USD,C02,Strength Training,SC05,Free Weights,S002,Muscle Mart,LA,Los Angeles,US,United States
RII-96301,13/02/2021,P005,Glide Elite Elliptical,999.99,USD,C01,Cardio Equipment,SC03,Ellipticals,S002,Muscle Mart,LA,Los Angeles,US,United States
QSB-42661,01/02/2021,P016,Heavy Duty Resistance Tubes,39.99,USD,C03,Functional Fitness,SC08,Resistance Bands,S001,FitGear Hub,NY,New York,US,United States
QSB-42661,01/02/2021,P002,EconoTread,699.99,USD,C01,Cardio Equipment,SC01,Treadmills,S001,FitGear Hub,NY,New York,US,United States
LAN-99177,17/12/2020,P003,SpinMaster Bike,799.99,USD,C01,Cardio Equipment,SC02,Exercise Bikes,S001,FitGear Hub,NY,New York,US,United States
YOM-00168,21/12/2020,P018,Adjustable Kettlebell,149.99,USD,C03,Functional Fitness,SC09,Kettlebells,S001,FitGear Hub,NY,New York,US,United States
YOM-00168,21/12/2020,P016,Heavy Duty Resistance Tubes,39.99,USD,C03,Functional Fitness,SC08,Resistance Bands,S001,FitGear Hub,NY,New York,US,United States
YOM-00168,21/12/2020,P022,Trigger Point Grid Roller,59.99,USD,C04,Recovery and Wellness,SC11,Foam Rollers,S001,FitGear Hub,NY,New York,US,United States
YOM-00168,21/12/2020,P019,Pro Suspension Trainer,129.99,USD,C03,Functional Fitness,SC10,Suspension Trainers,S001,FitGear Hub,NY,New York,US,United States
FQU-53034,21/08/2023,P003,SpinMaster Bike,799.99,USD,C01,Cardio Equipment,SC02,Exercise Bikes,S001,FitGear Hub,NY,New York,US,United States
FQU-53034,21/08/2023,P014,Leg Press Machine,899.99,USD,C02,Strength Training,SC07,Weight Machines,S001,FitGear Hub,NY,New York,US,United States
FQU-53034,21/08/2023,P003,SpinMaster Bike,799.99,USD,C01,Cardio Equipment,SC02,Exercise Bikes,S001,FitGear Hub,NY,New York,US,United States
FQU-53034,21/08/2023,P008,AirRow Pro,1099.99,USD,C01,Cardio Equipment,SC04,Rowing Machines,S001,FitGear Hub,NY,New York,US,United States
FQU-53034,21/08/2023,P024,Mini Percussion Massager,79.99,USD,C04,Recovery and Wellness,SC12,Massage Guns,S001,FitGear Hub,NY,New York,US,United States
NEL-10127,21/03/2023,P013,Multi-Gym Station,1499.99,USD,C02,Strength Training,SC07,Weight Machines,S001,FitGear Hub,NY,New York,US,United States
NEL-10127,21/03/2023,P024,Mini Percussion Massager,79.99,USD,C04,Recovery and Wellness,SC12,Massage Guns,S001,FitGear Hub,NY,New York,US,United States
NEL-10127,21/03/2023,P007,AquaRow 500,899.99,USD,C01,Cardio Equipment,SC04,Rowing Machines,S001,FitGear Hub,NY,New York,US,United States
NEL-10127,21/03/2023,P016,Heavy Duty Resistance Tubes,39.99,USD,C03,Functional Fitness,SC08,Resistance Bands,S001,FitGear Hub,NY,New York,US,United States
OHQ-26098,09/12/2022,P021,Recovery Roller Deluxe,39.99,GBP,C04,Recovery and Wellness,SC11,Foam Rollers,S004,Elite Gym Supply,LO,London,UK,United Kingdom
OHQ-26098,09/12/2022,P008,AirRow Pro,1099.99,GBP,C01,Cardio Equipment,SC04,Rowing Machines,S004,Elite Gym Supply,LO,London,UK,United Kingdom
OHQ-26098,09/12/2022,P007,AquaRow 500,899.99,GBP,C01,Cardio Equipment,SC04,Rowing Machines,S004,Elite Gym Supply,LO,London,UK,United Kingdom
OHQ-26098,09/12/2022,P002,EconoTread,699.99,GBP,C01,Cardio Equipment,SC01,Treadmills,S004,Elite Gym Supply,LO,London,UK,United Kingdom
OHQ-26098,09/12/2022,P016,Heavy Duty Resistance Tubes,39.99,GBP,C03,Functional Fitness,SC08,Resistance Bands,S004,Elite Gym Supply,LO,London,UK,United Kingdom
UOT-46028,21/05/2022,P018,Adjustable Kettlebell,149.99,USD,C03,Functional Fitness,SC09,Kettlebells,S003,Strength Central,CH,Chicago,US,United States
UOT-46028,21/05/2022,P012,Olympic Flat Bench,179.99,USD,C02,Strength Training,SC06,Weight Benches,S003,Strength Central,CH,Chicago,US,United States
UOT-46028,21/05/2022,P026,Extra Thick Exercise Mat,49.99,USD,C04,Recovery and Wellness,SC13,Yoga Mats,S003,Strength Central,CH,Chicago,US,United States
UOT-46028,21/05/2022,P026,Extra Thick Exercise Mat,49.99,USD,C04,Recovery and Wellness,SC13,Yoga Mats,S003,Strength Central,CH,Chicago,US,United States
UOT-46028,21/05/2022,P017,Cast Iron Kettlebell 16kg,59.99,USD,C03,Functional Fitness,SC09,Kettlebells,S003,Strength Central,CH,Chicago,US,United States
XTJ-79164,30/03/2022,P013,Multi-Gym Station,1499.99,USD,C02,Strength Training,SC07,Weight Machines,S001,FitGear Hub,NY,New York,US,United States
XTJ-79164,30/03/2022,P023,PulseRelief Massage Gun,199.99,USD,C04,Recovery and Wellness,SC12,Massage Guns,S001,FitGear Hub,NY,New York,US,United States
XTJ-79164,30/03/2022,P016,Heavy Duty Resistance Tubes,39.99,USD,C03,Functional Fitness,SC08,Resistance Bands,S001,FitGear Hub,NY,New York,US,United States
XTJ-79164,30/03/2022,P001,Pro Runner 3000,1299.99,USD,C01,Cardio Equipment,SC01,Treadmills,S001,FitGear Hub,NY,New York,US,United States
XTJ-79164,30/03/2022,P023,PulseRelief Massage Gun,199.99,USD,C04,Recovery and Wellness,SC12,Massage Guns,S001,FitGear Hub,NY,New York,US,United States
AUY-08160,23/03/2023,P013,Multi-Gym Station,1499.99,USD,C02,Strength Training,SC07,Weight Machines,S001,FitGear Hub,NY,New York,US,United States
AUY-08160,23/03/2023,P008,AirRow Pro,1099.99,USD,C01,Cardio Equipment,SC04,Rowing Machines,S001,FitGear Hub,NY,New York,US,United States
AUY-08160,23/03/2023,P018,Adjustable Kettlebell,149.99,USD,C03,Functional Fitness,SC09,Kettlebells,S001,FitGear Hub,NY,New York,US,United States
AUY-08160,23/03/2023,P003,SpinMaster Bike,799.99,USD,C01,Cardio Equipment,SC02,Exercise Bikes,S001,FitGear Hub,NY,New York,US,United States
QGE-74964,04/03/2023,P007,AquaRow 500,899.99,USD,C01,Cardio Equipment,SC04,Rowing Machines,S001,FitGear Hub,NY,New York,US,United States
QGE-74964,04/03/2023,P010,Cast Iron Plate Set,199.99,USD,C02,Strength Training,SC05,Free Weights,S001,FitGear Hub,NY,New York,US,United States
RCT-00045,09/10/2023,P024,Mini Percussion Massager,79.99,GBP,C04,Recovery and Wellness,SC12,Massage Guns,S004,Elite Gym Supply,LO,London,UK,United Kingdom
RCT-00045,09/10/2023,P015,FlexForce Band Kit,49.99,GBP,C03,Functional Fitness,SC08,Resistance Bands,S004,Elite Gym Supply,LO,London,UK,United Kingdom
RCT-00045,09/10/2023,P025,Premium Yoga Mat,69.99,GBP,C04,Recovery and Wellness,SC13,Yoga Mats,S004,Elite Gym Supply,LO,London,UK,United Kingdom
RCT-00045,09/10/2023,P011,Adjustable Bench Pro,249.99,GBP,C02,Strength Training,SC06,Weight Benches,S004,Elite Gym Supply,LO,London,UK,United Kingdom
MGG-63793,29/03/2021,P025,Premium Yoga Mat,69.99,GBP,C04,Recovery and Wellness,SC13,Yoga Mats,S005,Active Life Outfitters,MA,Manchester,UK,United Kingdom
RJG-50366,27/08/2020,P024,Mini Percussion Massager,79.99,USD,C04,Recovery and Wellness,SC12,Massage Guns,S002,Muscle Mart,LA,Los Angeles,US,United States
RJG-50366,27/08/2020,P016,Heavy Duty Resistance Tubes,39.99,USD,C03,Functional Fitness,SC08,Resistance Bands,S002,Muscle Mart,LA,Los Angeles,US,United States
RJG-50366,27/08/2020,P025,Premium Yoga Mat,69.99,USD,C04,Recovery and Wellness,SC13,Yoga Mats,S002,Muscle Mart,LA,Los Angeles,US,United States
FMR-86413,27/05/2020,P016,Heavy Duty Resistance Tubes,39.99,USD,C03,Functional Fitness,SC08,Resistance Bands,S003,Strength Central,CH,Chicago,US,United States
FMR-86413,27/05/2020,P011,Adjustable Bench Pro,249.99,USD,C02,Strength Training,SC06,Weight Benches,S003,Strength Central,CH,Chicago,US,United States
FMR-86413,27/05/2020,P022,Trigger Point Grid Roller,59.99,USD,C04,Recovery and Wellness,SC11,Foam Rollers,S003,Strength Central,CH,Chicago,US,United States
NTG-70888,23/11/2023,P019,Pro Suspension Trainer,129.99,USD,C03,Functional Fitness,SC10,Suspension Trainers,S002,Muscle Mart,LA,Los Angeles,US,United States
NTG-70888,23/11/2023,P015,FlexForce Band Kit,49.99,USD,C03,Functional Fitness,SC08,Resistance Bands,S002,Muscle Mart,LA,Los Angeles,US,United States
NTG-70888,23/11/2023,P015,FlexForce Band Kit,49.99,USD,C03,Functional Fitness,SC08,Resistance Bands,S002,Muscle Mart,LA,Los Angeles,US,United States
NTG-70888,23/11/2023,P003,SpinMaster Bike,799.99,USD,C01,Cardio Equipment,SC02,Exercise Bikes,S002,Muscle Mart,LA,Los Angeles,US,United States
UWL-74770,14/12/2020,P021,Recovery Roller Deluxe,39.99,USD,C04,Recovery and Wellness,SC11,Foam Rollers,S001,FitGear Hub,NY,New York,US,United States
UWL-74770,14/12/2020,P026,Extra Thick Exercise Mat,49.99,USD,C04,Recovery and Wellness,SC13,Yoga Mats,S001,FitGear Hub,NY,New York,US,United States
UWL-74770,14/12/2020,P022,Trigger Point Grid Roller,59.99,USD,C04,Recovery and Wellness,SC11,Foam Rollers,S001,FitGear Hub,NY,New York,US,United States
UWL-74770,14/12/2020,P020,Door Anchor Straps,24.99,USD,C03,Functional Fitness,SC10,Suspension Trainers,S001,FitGear Hub,NY,New York,US,United States
UNG-82309,27/05/2020,P010,Cast Iron Plate Set,199.99,GBP,C02,Strength Training,SC05,Free Weights,S004,Elite Gym Supply,LO,London,UK,United Kingdom
CRR-36561,15/01/2022,P003,SpinMaster Bike,799.99,USD,C01,Cardio Equipment,SC02,Exercise Bikes,S001,FitGear Hub,NY,New York,US,United States
CRR-36561,15/01/2022,P002,EconoTread,699.99,USD,C01,Cardio Equipment,SC01,Treadmills,S001,FitGear Hub,NY,New York,US,United States
HTB-85312,23/01/2022,P003,SpinMaster Bike,799.99,USD,C01,Cardio Equipment,SC02,Exercise Bikes,S003,Strength Central,CH,Chicago,US,United States
HTB-85312,23/01/2022,P010,Cast Iron Plate Set,199.99,USD,C02,Strength Training,SC05,Free Weights,S003,Strength Central,CH,Chicago,US,United States
RDQ-73984,20/07/2020,P015,FlexForce Band Kit,49.99,USD,C03,Functional Fitness,SC08,Resistance Bands,S002,Muscle Mart,LA,Los Angeles,US,United States
RDQ-73984,20/07/2020,P016,Heavy Duty Resistance Tubes,39.99,USD,C03,Functional Fitness,SC08,Resistance Bands,S002,Muscle Mart,LA,Los Angeles,US,United States
ZTK-30989,10/11/2023,P026,Extra Thick Exercise Mat,49.99,GBP,C04,Recovery and Wellness,SC13,Yoga Mats,S004,Elite Gym Supply,LO,London,UK,United Kingdom
ZTK-30989,10/11/2023,P018,Adjustable Kettlebell,149.99,GBP,C03,Functional Fitness,SC09,Kettlebells,S004,Elite Gym Supply,LO,London,UK,United Kingdom
WWM-74680,14/07/2023,P026,Extra Thick Exercise Mat,49.99,USD,C04,Recovery and Wellness,SC13,Yoga Mats,S001,FitGear Hub,NY,New York,US,United States
WWM-74680,14/07/2023,P008,AirRow Pro,1099.99,USD,C01,Cardio Equipment,SC04,Rowing Machines,S001,FitGear Hub,NY,New York,US,United States
WWM-74680,14/07/2023,P004,Recumbent Cycler,599.99,USD,C01,Cardio Equipment,SC02,Exercise Bikes,S001,FitGear Hub,NY,New York,US,United States
WWM-74680,14/07/2023,P013,Multi-Gym Station,1499.99,USD,C02,Strength Training,SC07,Weight Machines,S001,FitGear Hub,NY,New York,US,United States
WWM-74680,14/07/2023,P008,AirRow Pro,1099.99,USD,C01,Cardio Equipment,SC04,Rowing Machines,S001,FitGear Hub,NY,New York,US,United States
AUG-83933,03/03/2021,P006,Compact Cross Trainer,549.99,USD,C01,Cardio Equipment,SC03,Ellipticals,S001,FitGear Hub,NY,New York,US,United States
AUG-83933,03/03/2021,P019,Pro Suspension Trainer,129.99,USD,C03,Functional Fitness,SC10,Suspension Trainers,S001,FitGear Hub,NY,New York,US,United States
QDF-36065,21/09/2021,P014,Leg Press Machine,899.99,USD,C02,Strength Training,SC07,Weight Machines,S001,FitGear Hub,NY,New York,US,United States
QDF-36065,21/09/2021,P008,AirRow Pro,1099.99,USD,C01,Cardio Equipment,SC04,Rowing Machines,S001,FitGear Hub,NY,New York,US,United States
QDF-36065,21/09/2021,P014,Leg Press Machine,899.99,USD,C02,Strength Training,SC07,Weight Machines,S001,FitGear Hub,NY,New York,US,United States
QDF-36065,21/09/2021,P024,Mini Percussion Massager,79.99,USD,C04,Recovery and Wellness,SC12,Massage Guns,S001,FitGear Hub,NY,New York,US,United States
QDF-36065,21/09/2021,P023,PulseRelief Massage Gun,199.99,USD,C04,Recovery and Wellness,SC12,Massage Guns,S001,FitGear Hub,NY,New York,US,United States
PXL-39758,25/10/2020,P004,Recumbent Cycler,599.99,USD,C01,Cardio Equipment,SC02,Exercise Bikes,S001,FitGear Hub,NY,New York,US,United States
PXL-39758,25/10/2020,P003,SpinMaster Bike,799.99,USD,C01,Cardio Equipment,SC02,Exercise Bikes,S001,FitGear Hub,NY,New York,US,United States
DXT-44391,22/11/2020,P026,Extra Thick Exercise Mat,49.99,USD,C04,Recovery and Wellness,SC13,Yoga Mats,S003,Strength Central,CH,Chicago,US,United States
VCF-38011,04/10/2020,P007,AquaRow 500,899.99,USD,C01,Cardio Equipment,SC04,Rowing Machines,S003,Strength Central,CH,Chicago,US,United States
VCF-38011,04/10/2020,P009,PowerLift Dumbbell Set,299.99,USD,C02,Strength Training,SC05,Free Weights,S003,Strength Central,CH,Chicago,US,United States
VCF-38011,04/10/2020,P012,Olympic Flat Bench,179.99,USD,C02,Strength Training,SC06,Weight Benches,S003,Strength Central,CH,Chicago,US,United States
VCF-38011,04/10/2020,P018,Adjustable Kettlebell,149.99,USD,C03,Functional Fitness,SC09,Kettlebells,S003,Strength Central,CH,Chicago,US,United States
VCF-38011,04/10/2020,P002,EconoTread,699.99,USD,C01,Cardio Equipment,SC01,Treadmills,S003,Strength Central,CH,Chicago,US,United States
KQA-63007,21/12/2021,P006,Compact Cross Trainer,549.99,GBP,C01,Cardio Equipment,SC03,Ellipticals,S005,Active Life Outfitters,MA,Manchester,UK,United Kingdom
KQA-63007,21/12/2021,P014,Leg Press Machine,899.99,GBP,C02,Strength Training,SC07,Weight Machines,S005,Active Life Outfitters,MA,Manchester,UK,United Kingdom
TAD-34087,07/12/2020,P026,Extra Thick Exercise Mat,49.99,GBP,C04,Recovery and Wellness,SC13,Yoga Mats,S005,Active Life Outfitters,MA,Manchester,UK,United Kingdom
TAD-34087,07/12/2020,P026,Extra Thick Exercise Mat,49.99,GBP,C04,Recovery and Wellness,SC13,Yoga Mats,S005,Active Life Outfitters,MA,Manchester,UK,United Kingdom
JCK-49930,19/03/2020,P021,Recovery Roller Deluxe,39.99,GBP,C04,Recovery and Wellness,SC11,Foam Rollers,S005,Active Life Outfitters,MA,Manchester,UK,United Kingdom
JCK-49930,19/03/2020,P026,Extra Thick Exercise Mat,49.99,GBP,C04,Recovery and Wellness,SC13,Yoga Mats,S005,Active Life Outfitters,MA,Manchester,UK,United Kingdom
JCK-49930,19/03/2020,P023,PulseRelief Massage Gun,199.99,GBP,C04,Recovery and Wellness,SC12,Massage Guns,S005,Active Life Outfitters,MA,Manchester,UK,United Kingdom
SXH-17649,28/05/2020,P001,Pro Runner 3000,1299.99,GBP,C01,Cardio Equipment,SC01,Treadmills,S005,Active Life Outfitters,MA,Manchester,UK,United Kingdom
JWT-76059,23/11/2021,P026,Extra Thick Exercise Mat,49.99,GBP,C04,Recovery and Wellness,SC13,Yoga Mats,S005,Active Life Outfitters,MA,Manchester,UK,United Kingdom
JWT-76059,23/11/2021,P007,AquaRow 500,899.99,GBP,C01,Cardio Equipment,SC04,Rowing Machines,S005,Active Life Outfitters,MA,Manchester,UK,United Kingdom
JWT-76059,23/11/2021,P010,Cast Iron Plate Set,199.99,GBP,C02,Strength Training,SC05,Free Weights,S005,Active Life Outfitters,MA,Manchester,UK,United Kingdom
JWT-76059,23/11/2021,P006,Compact Cross Trainer,549.99,GBP,C01,Cardio Equipment,SC03,Ellipticals,S005,Active Life Outfitters,MA,Manchester,UK,United Kingdom
JWT-76059,23/11/2021,P008,AirRow Pro,1099.99,GBP,C01,Cardio Equipment,SC04,Rowing Machines,S005,Active Life Outfitters,MA,Manchester,UK,United Kingdom
NHV-67362,20/02/2023,P021,Recovery Roller Deluxe,39.99,USD,C04,Recovery and Wellness,SC11,Foam Rollers,S002,Muscle Mart,LA,Los Angeles,US,United States
FEC-43494,21/04/2022,P004,Recumbent Cycler,599.99,USD,C01,Cardio Equipment,SC02,Exercise Bikes,S003,Strength Central,CH,Chicago,US,United States
FEC-43494,21/04/2022,P011,Adjustable Bench Pro,249.99,USD,C02,Strength Training,SC06,Weight Benches,S003,Strength Central,CH,Chicago,US,United States
ZSI-66804,29/09/2023,P024,Mini Percussion Massager,79.99,USD,C04,Recovery and Wellness,SC12,Massage Guns,S002,Muscle Mart,LA,Los Angeles,US,United States
ZSI-66804,29/09/2023,P003,SpinMaster Bike,799.99,USD,C01,Cardio Equipment,SC02,Exercise Bikes,S002,Muscle Mart,LA,Los Angeles,US,United States
PGR-17908,15/09/2022,P021,Recovery Roller Deluxe,39.99,GBP,C04,Recovery and Wellness,SC11,Foam Rollers,S004,Elite Gym Supply,LO,London,UK,United Kingdom
PGR-17908,15/09/2022,P014,Leg Press Machine,899.99,GBP,C02,Strength Training,SC07,Weight Machines,S004,Elite Gym Supply,LO,London,UK,United Kingdom
TDS-59813,23/09/2020,P019,Pro Suspension Trainer,129.99,USD,C03,Functional Fitness,SC10,Suspension Trainers,S002,Muscle Mart,LA,Los Angeles,US,United States
TDS-59813,23/09/2020,P014,Leg Press Machine,899.99,USD,C02,Strength Training,SC07,Weight Machines,S002,Muscle Mart,LA,Los Angeles,US,United States
TDS-59813,23/09/2020,P016,Heavy Duty Resistance Tubes,39.99,USD,C03,Functional Fitness,SC08,Resistance Bands,S002,Muscle Mart,LA,Los Angeles,US,United States
TDS-59813,23/09/2020,P018,Adjustable Kettlebell,149.99,USD,C03,Functional Fitness,SC09,Kettlebells,S002,Muscle Mart,LA,Los Angeles,US,United States
VXY-08072,06/10/2022,P021,Recovery Roller Deluxe,39.99,GBP,C04,Recovery and Wellness,SC11,Foam Rollers,S004,Elite Gym Supply,LO,London,UK,United Kingdom
VXY-08072,06/10/2022,P008,AirRow Pro,1099.99,GBP,C01,Cardio Equipment,SC04,Rowing Machines,S004,Elite Gym Supply,LO,London,UK,United Kingdom
AJW-79729,16/12/2022,P024,Mini Percussion Massager,79.99,USD,C04,Recovery and Wellness,SC12,Massage Guns,S001,FitGear Hub,NY,New York,US,United States
AJW-79729,16/12/2022,P001,Pro Runner 3000,1299.99,USD,C01,Cardio Equipment,SC01,Treadmills,S001,FitGear Hub,NY,New York,US,United States
AJW-79729,16/12/2022,P011,Adjustable Bench Pro,249.99,USD,C02,Strength Training,SC06,Weight Benches,S001,FitGear Hub,NY,New York,US,United States
AJW-79729,16/12/2022,P022,Trigger Point Grid Roller,59.99,USD,C04,Recovery and Wellness,SC11,Foam Rollers,S001,FitGear Hub,NY,New York,US,United States
DNL-66978,07/03/2023,P025,Premium Yoga Mat,69.99,USD,C04,Recovery and Wellness,SC13,Yoga Mats,S002,Muscle Mart,LA,Los Angeles,US,United States
